1, 0, 5511556, 5501156, 5512856, 5507006, 22013484, 22023957, 22003010, 21863711
2, 1, 5487505, 5477105, 5489455, 5483605, 21919221, 21929694, 21908747, 21770495
3, 2, 5448504, 5438103, 5449154, 5443953, 21762116, 21772590, 21752690, 21612343
4, 3, 5419253, 5408852, 5420553, 5414702, 21643764, 21653191, 21633291, 21496086
5, 4, 5371801, 5362050, 5373751, 5367901, 21457334, 21466760, 21446860, 21310703
6, 5, 5337999, 5328249, 5339300, 5334099, 21321176, 21330603, 21311750, 21176640
7, 6, 5283397, 5273647, 5284697, 5278847, 21102277, 21111704, 21092851, 20958789
8, 7, 5244396, 5234646, 5245696, 5240496, 20949362, 20958789, 20938889, 20805874
9, 8, 5182644, 5172893, 5183944, 5178744, 20700090, 20709516, 20690664, 20559743
10, 9, 5116341, 5106591, 5117641, 5112441, 20434059, 20443486, 20424633, 20294760
11, 10, 5068239, 5059789, 5070189, 5064989, 20250771, 20260197, 20242392, 20113566
12, 11, 4995437, 4986336, 4997387, 4992187, 19955414, 19964841, 19947036, 19820305
13, 12, 4944085, 4935634, 4945385, 4940185, 19750131, 19758510, 19741752, 19616069
14, 13, 4863482, 4854381, 4865432, 4860232, 19428591, 19438017, 19419164, 19296623
15, 14, 4807580, 4799129, 4809530, 4804329, 19207597, 19217023, 19199218, 19077724
16, 15, 4720476, 4712026, 4722426, 4717226, 18859872, 18868251, 18851493, 18732094
17, 16, 4660024, 4652224, 4661974, 4656774, 18616884, 18626310, 18608505, 18491200
18, 17, 4565771, 4557970, 4567721, 4562520, 18244023, 18251354, 18234596, 18120434
19, 18, 4501418, 4492968, 4502718, 4498168, 17988466, 17996845, 17979040, 17865924
20, 19, 4401314, 4393514, 4403264, 4398064, 17585231, 17593610, 17576852, 17465832
21, 20, 4297310, 4289510, 4299261, 4294060, 17171522, 17178854, 17163144, 17055265
22, 21, 4226458, 4218658, 4227758, 4223208, 16889782, 16897113, 16880355, 16774572
23, 22, 4115954, 4108803, 4117904, 4112704, 16453031, 16460363, 16444652, 16339916
24, 23, 4041201, 4034051, 4042501, 4037951, 16152438, 16158722, 16144059, 16042465
25, 24, 3925497, 3918996, 3927447, 3922246, 15691598, 15696835, 15681124, 15582672
26, 25, 3847494, 3839693, 3848794, 3843593, 15378436, 15383673, 15369010, 15272653
27, 26, 3726589, 3719439, 3727889, 3722689, 14895602, 14900839, 14886176, 14794008
28, 27, 3644036, 3636886, 3644686, 3640136, 14566730, 14571967, 14558351, 14467230
29, 28, 3517931, 3512081, 3519231, 3514681, 14063995, 14069232, 14055616, 13967638
30, 29, 3432778, 3426278, 3433428, 3428878, 13720460, 13724650, 13712081, 13626197
31, 30, 3301473, 3296273, 3302773, 3298223, 13198873, 13203063, 13190494, 13108800
32, 31, 3212420, 3206570, 3213720, 3209170, 12845912, 12850101, 12838580, 12757933
33, 32, 3076565, 3072015, 3078515, 3073965, 12305472, 12309662, 12297093, 12221683
34, 33, 2938760, 2934209, 2940060, 2936160, 11754559, 11757701, 11746180, 11673912
35, 34, 2845806, 2840606, 2847106, 2842556, 11379603, 11383792, 11371224, 11302098
36, 35, 2703451, 2698251, 2704101, 2700201, 10816121, 10819263, 10808790, 10742806
37, 36, 2607247, 2602697, 2608547, 2604647, 10431739, 10434881, 10424407, 10360518
38, 37, 2461642, 2457742, 2462942, 2459692, 9849405, 9851500, 9841026, 9781326
39, 38, 2363488, 2359588, 2364788, 2361538, 9458738, 9460833, 9450359, 9393802
40, 39, 2213332, 2210082, 2215282, 2211382, 8862789, 8864883, 8854410, 8800994
41, 40, 2113229, 2109979, 2114529, 2111279, 8461648, 8463743, 8454317, 8404043
42, 41, 1961123, 1957873, 1962423, 1959173, 7854178, 7855225, 7845799, 7799715
43, 42, 1858419, 1855819, 1860369, 1857119, 7444659, 7445706, 7437327, 7393338
44, 43, 1703713, 1701113, 1705013, 1701763, 6826714, 6826714, 6819383, 6779583
45, 44, 1547707, 1545757, 1549008, 1545757, 6203533, 6203533, 6197249, 6160591
46, 45, 1442404, 1440453, 1443704, 1441103, 5785635, 5785635, 5777256, 5744788
47, 46, 1283798, 1282498, 1285098, 1281848, 5155122, 5154075, 5147791, 5119512
48, 47, 1178494, 1176544, 1179144, 1176544, 4728845, 4727798, 4722561, 4696377
49, 48, 1018588, 1017288, 1019238, 1016638, 4091001, 4091001, 4084717, 4062722
50, 49, 911334, 910034, 911984, 908734, 3660535, 3658440, 3653203, 3634351
51, 50, 749478, 748828, 750778, 747528, 3019548, 3018501, 3013264, 2998601
52, 51, 642224, 640924, 642874, 640273, 2588034, 2585940, 2581750, 2570229
